Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,prediction
339.0,0.503301988400519,0.930065139646533,-0.857525171542855,2.04294011557666,-1.50594639143412,-1.00018456183002,-1.99136333313202,0.460576746896755,-1.12410116690148,-1.97461696232863,2.94606281176549,-2.1498630541179,-0.646459994434482,-2.23883094451216,0.291703946709641,-2.21330281047888,-5.40001437327305,-1.44538878051743,0.36806011087656,0.166740829023922,0.379924772081051,-0.0621911206869668,-0.0121869727427656,0.479787698400125,0.531946545714183,-0.441322928572273,0.460792336235155,0.219985374658915,2.0,0,1
347.0,-1.53127111807147,1.39962086034665,-0.587061395411806,2.17500166489627,-2.13763692327444,-0.501576167574257,-1.21521505630479,0.956861641163217,-1.86656120022517,-2.31102388434087,2.77010079151076,-2.36104984988645,-0.529229058879108,-2.00337457519686,0.619597258260633,-2.48907339519567,-4.88759815712332,-1.06963618647159,1.33553997671704,0.805861662457786,0.557904080727571,0.0852670659217011,0.403095847199174,0.454437543529058,0.202522071987229,-0.313117525390189,0.527182017737394,0.202574985967513,204.03,0,1
17044.0,-1.68695459672537,4.08124898223913,-7.77053807976854,5.56523954204705,-3.70160222851629,-3.1249158825629,-7.84860608810054,1.74821666624462,-3.27051148197076,-11.208722820105,10.0021902173471,-15.1449882216973,-0.213781565242229,-13.7803774903028,-0.459419511202153,-10.0531122447564,-17.0984442134069,-5.36665995636776,1.66171938384487,1.29963772793112,1.39314209766654,-0.543607593004903,-0.31785513959719,-0.0155273696765162,1.17895464688145,-0.205648592661351,1.91196712494943,0.950716341513942,1.0,0,1
27320.0,1.1508086632751,1.31344447419209,-0.810111041078376,2.85133074123795,0.917592051354008,-0.718856495508512,0.532040384398858,-0.135835869243824,-1.14907794628832,-0.585330720105914,0.703508099315037,-0.217412157029107,0.502879095768948,-2.73566249318211,0.778395321152492,1.11005344689407,2.05478175978598,0.349201086084752,-1.730427331434,-0.0624037172366845,-0.179790332785546,-0.441135394219403,-0.0765395471717254,-0.165924223423566,0.562261280661207,0.0353110203880482,0.0303491472127535,0.0801628239446912,1.42,0,1
29234.0,-4.17167409700773,4.30844987710803,-8.23931473789338,4.16899712291352,-3.85555178034389,-3.02305062433235,-5.52117091085174,3.04683514933838,-2.6127598973363,-6.74604741416378,3.78934607143391,-7.68364279513021,-1.18955114572977,-9.25752067304945,1.03638000621667,-5.13919711874594,-8.43096726944362,-2.69604844926284,0.9013967736554,0.818595615438491,0.902860571367263,-0.448209026783432,-0.0617210426827117,-0.0525628444096432,0.0044867581738014,-0.293409430031766,1.28146640206865,0.307833804234966,89.99,0,1
30047.0,-5.34555818470053,5.11687488641229,-9.2700554453633,4.15176606511095,-4.83925826657473,-3.00170504839428,-5.98250522069266,3.89278125348395,-2.58795866504663,-6.62498180714501,3.54637672033364,-7.36777215824865,-1.05147094140971,-8.77793381230721,0.998339064959253,-4.9065289786993,-8.1257673941744,-2.64469700705271,0.834800945433661,0.812660485845997,0.902817378068229,-0.491615505311445,0.217217962021123,-0.0658999449397152,0.197833954149528,-0.277323429665531,1.24247170113998,0.28189336739507,89.99,0,1
30073.0,-6.03739346514766,5.3653198269741,-9.7807943748078,4.19364836233861,-5.10439098094361,-3.15685200594852,-6.47288035046106,4.32092583207818,-2.53785303945683,-6.51618294417441,3.42836654115956,-7.16856951089485,-0.977712406329651,-8.51616596925478,0.993891796484313,-4.79307767416109,-7.95864205109746,-2.642230003343,0.78684730765982,0.814474477996889,0.910613099482673,-0.586822244107293,-0.102258645173332,-0.0475519543843244,0.183754984638356,-0.282897596911919,1.23182677079061,0.284506897325027,89.99,0,1
35261.0,-1.2368417467276,1.94939014798416,-1.1397327717872,1.14294790034504,-1.18976462633436,-1.09756028419293,-2.13085226441038,0.701933316546537,-1.4882408378977,-3.59646737182958,1.09604372525308,-4.97844569423467,-1.05871247503669,-4.2783687486446,1.00675090494419,-3.05110848213468,-6.90541473368713,-2.24065629189058,1.00623935340292,0.538240684030275,0.234633701357804,-0.887138739621585,-0.140437428619804,-0.467763937765494,0.0416652729832835,0.171171678011744,0.865273047553941,0.374716692415833,2.69,0,1
40251.0,-0.56829442890937,1.11889398282434,0.923449194977646,1.0622149831319,0.785098470683039,-0.203362382451117,0.700818246422541,-0.113498491893232,-0.6013764916817,-0.139193320534388,1.79326171307454,-0.284635583749011,-1.18381240297902,-0.919472370831584,1.07932569089869,-0.140395602399944,1.00940635950361,0.900770898385596,0.494728403639981,0.0360216115364569,0.113720703034712,0.429931531419718,-0.201244708104809,-0.111456462903127,-0.305737049355075,-0.294554917729297,-0.270834310199631,-0.0127052590461612,1.0,0,1
50067.0,-7.93397809708867,6.35362312827102,-11.1786063622282,4.22984329225017,-5.86698565792024,-3.6037351615928,-7.88225272698889,5.6840012696024,-2.43926209124857,-6.22276857138952,3.04892411917843,-6.6165675552142,-0.778812757619241,-7.75307946484848,0.935767996659027,-4.49523137275468,-7.46577932221612,-2.58180462262065,0.672960226744723,0.941289689101598,0.971512771646356,-0.739503235933885,-0.104841576558701,-0.0532769684427742,0.363212848322597,-0.277852085996274,1.09885217952155,0.29367449983895,1.0,0,1
